ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
479,60,698589,2002-11-28,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,NO,0,3,NO,53900,5390,10780,37730,Saab,95,2006,N
215,35,330119,2004-06-15,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,-3400,2015-01-15,Vehicle Theft,,Trivial Damage,,WV,Columbus,6,1,NO,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N
41,33,164464,2010-09-26,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,0,2015-02-23,Vehicle Theft,,Minor Damage,,NC,Arlington,8,1,YES,0,0,NO,8970,1380,1380,6210,Dodge,Neon,2011,N
45,31,927354,1990-09-15,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,0,2015-02-17,Parked Car,,Minor Damage,,NY,Springfield,6,1,NO,1,3,NO,6000,1000,1000,4000,Suburu,Impreza,2000,N
156,38,231508,2009-09-16,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,26500,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,NO,0,3,NO,55200,11040,5520,38640,Saab,92x,1998,Y
246,45,272910,1999-08-12,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,0,2015-01-18,Parked Car,,Trivial Damage,,SC,Riverwood,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N
178,39,305758,2009-03-08,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,NO,2,0,NO,64680,11760,11760,41160,Jeep,Wrangler,2010,N
237,43,950542,2009-04-27,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,53200,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N
127,34,291544,2006-08-02,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,73700,2015-01-06,Vehicle Theft,,Minor Damage,,NC,Arlington,8,1,YES,1,3,NO,4700,470,940,3290,Saab,92x,1998,N
1,33,388616,1995-12-06,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,61200,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N
5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N
64,28,342830,1991-11-09,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,5000,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N
142,30,491170,1998-01-14,IN,500/1000,500,1412.76,0,603260,MALE,PhD,armed-forces,2700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N
97,27,175553,2002-04-25,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,tech-support,7400,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N
121,31,439341,1991-07-20,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,51300,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,NO,1,2,NO,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y
225,43,221186,2004-08-13,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N
425,53,868031,1990-06-24,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,3800,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,NO,1,2,NO,97080,16180,16180,64720,Saab,92x,2005,N
285,44,844117,1991-08-21,OH,250/500,2000,1144.3,0,609458,MALE,MD,priv-house-serv,52600,2015-02-04,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,3,1,YES,1,0,NO,5500,500,500,4500,Honda,Civic,2010,N
192,38,744557,2011-02-25,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,14800,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,NO,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N
285,48,159536,2013-02-04,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sales,46100,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N
98,26,727109,2001-02-20,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,NO,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N
175,36,155604,1992-03-03,OH,500/1000,500,1185.44,0,437580,MALE,Masters,exec-managerial,-7600,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y
259,45,608443,2006-12-21,IL,500/1000,2000,1175.07,0,457121,MALE,MD,craft-repair,30100,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,NO,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N
140,36,117862,2000-07-14,OH,500/1000,2000,979.26,0,436364,FEMALE,JD,transport-moving,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N
231,37,991553,1991-12-12,OH,250/500,500,920.81,0,467654,FEMALE,High School,sales,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,YES,2,0,NO,71190,0,7910,63280,Mercedes,C300,1997,Y
186,38,727443,2013-07-01,OH,100/300,500,922.85,0,471148,MALE,High School,adm-clerical,-600,2015-02-25,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,7,1,NO,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N
229,41,378587,1998-12-16,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,tech-support,65400,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N
180,36,420948,2015-01-03,IL,100/300,500,1272.46,0,456959,MALE,College,prof-specialty,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,NO,69630,12660,6330,50640,Toyota,Corolla,1998,N
188,33,457188,1994-04-01,IL,250/500,1000,1340.24,0,447274,MALE,High School,protective-serv,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,YES,1,0,NO,76010,13820,6910,55280,Dodge,RAM,1995,Y
214,40,118236,2000-08-15,OH,100/300,1000,1648.0,0,608405,MALE,JD,transport-moving,14200,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N
178,38,987524,2014-11-13,IL,250/500,500,1381.14,0,472253,FEMALE,College,other-service,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N
55,35,490596,2011-02-04,IL,500/1000,500,1198.44,8000000,438923,MALE,MD,priv-house-serv,0,2015-01-14,Vehicle Theft,,Minor Damage,Police,WV,Columbus,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N
90,31,524215,1990-06-24,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,other-service,42100,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N
135,30,913464,2009-01-21,IN,500/1000,2000,1341.24,0,601701,FEMALE,MD,farming-fishing,-9400,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N
277,46,398484,1992-11-07,IL,250/500,2000,1177.57,0,469220,FEMALE,Associate,adm-clerical,-65500,2015-01-24,Vehicle Theft,,Minor Damage,Police,VA,Arlington,4,1,NO,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N
211,38,752504,1997-05-15,IN,250/500,1000,1055.09,0,433250,FEMALE,Masters,transport-moving,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,NO,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y
156,32,449263,1992-03-20,IL,250/500,500,1479.48,0,444413,MALE,Masters,prof-specialty,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y
84,30,844007,1995-07-17,IN,500/1000,2000,1827.38,0,433593,MALE,Associate,priv-house-serv,-15900,2015-01-15,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,NO,4620,420,840,3360,Audi,A5,1998,N
136,32,686522,2000-12-27,IN,100/300,500,1169.62,0,458143,FEMALE,JD,sales,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y
310,48,670142,1999-08-06,IN,100/300,500,1516.34,0,474167,FEMALE,JD,adm-clerical,11000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y
123,34,607687,2007-03-03,OH,500/1000,2000,1270.21,0,476413,FEMALE,College,sales,-45100,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,NO,1,1,NO,55260,6140,0,49120,Nissan,Ultima,2000,N
243,44,967713,1997-12-25,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,33200,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,NO,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N
36,37,291902,2013-11-06,IL,500/1000,1000,1115.81,0,618926,FEMALE,Masters,machine-op-inspct,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,NO,48780,5420,10840,32520,Dodge,Neon,2008,N
146,31,149839,1990-09-21,OH,100/300,1000,1457.65,5000000,606219,FEMALE,College,armed-forces,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,NO,52380,5820,5820,40740,Toyota,Highlander,2010,N
154,34,840225,1999-10-05,OH,100/300,1000,1041.36,0,448436,FEMALE,JD,priv-house-serv,9200,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,NO,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y
204,40,643226,1992-04-07,OH,250/500,1000,1693.83,7000000,447976,MALE,High School,protective-serv,23200,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,NO,1,0,NO,53400,5340,5340,42720,Honda,CRV,2003,N
458,59,535879,2009-03-05,IN,100/300,1000,1685.69,0,472236,FEMALE,High School,protective-serv,31400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,NO,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N
147,31,746630,1997-02-10,IN,250/500,500,1054.92,6000000,468232,FEMALE,PhD,prof-specialty,51900,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,NO,0,0,NO,68240,8530,0,59710,Toyota,Corolla,2013,Y
279,45,598308,1992-01-28,IN,250/500,2000,1333.97,6000000,620819,FEMALE,MD,other-service,30400,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,NO,1,0,NO,61050,11100,11100,38850,Dodge,RAM,2011,Y
308,47,720356,2013-09-16,OH,100/300,1000,1013.61,6000000,452349,FEMALE,Associate,craft-repair,4300,2015-01-03,Parked Car,,Minor Damage,,NY,Springfield,7,1,NO,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N
284,48,724752,2008-05-16,IL,500/1000,500,958.3,0,464646,FEMALE,PhD,machine-op-inspct,47900,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,NO,0,0,NO,46860,8520,8520,29820,Volkswagen,Passat,1998,N
108,31,148498,2002-01-04,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,other-service,-1500,2015-01-13,Parked Car,,Minor Damage,,SC,Arlington,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N
421,57,110122,2002-04-02,IN,250/500,2000,1206.26,0,459955,FEMALE,Associate,armed-forces,69900,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,N
266,42,281388,1998-07-16,IL,500/1000,1000,763.67,0,473389,MALE,Associate,prof-specialty,-36900,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N
412,56,728600,2002-08-15,IL,250/500,500,1042.56,0,616767,MALE,High School,handlers-cleaners,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,NO,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N
31,32,231548,1999-09-07,IL,100/300,2000,1263.48,4000000,442948,FEMALE,JD,other-service,-40500,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,NO,2,0,NO,63600,5300,10600,47700,Audi,A5,1997,Y
465,63,531160,2012-01-12,IL,250/500,500,1006.99,6000000,458936,FEMALE,Masters,sales,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,NO,43560,4840,4840,33880,Suburu,Legacy,2015,N
126,31,889003,1996-08-18,OH,250/500,1000,1328.26,0,613921,MALE,Masters,sales,-3500,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N
407,55,193213,1996-03-11,OH,100/300,1000,1250.08,5000000,474598,FEMALE,PhD,tech-support,-57700,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,NO,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,N
101,27,557218,1997-11-23,IL,500/1000,500,982.7,6000000,440865,FEMALE,College,transport-moving,-12900,2015-01-13,Parked Car,,Minor Damage,,SC,Arlington,9,1,NO,1,0,NO,5170,940,470,3760,Toyota,Camry,2001,N
187,37,125591,2013-08-08,IN,500/1000,1000,1412.06,5000000,450947,FEMALE,Masters,protective-serv,60100,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,21,1,NO,0,3,NO,57700,5770,5770,46160,Nissan,Maxima,2000,N
252,46,227244,1996-11-30,IN,500/1000,2000,1066.7,0,473370,FEMALE,JD,handlers-cleaners,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,NO,0,2,NO,89520,14920,14920,59680,Audi,A3,2014,N
229,43,791425,1997-06-18,IN,250/500,2000,1585.54,0,463153,MALE,High School,protective-serv,-1800,2015-02-26,Vehicle Theft,,Minor Damage,,WV,Hillsdale,3,1,NO,1,0,YES,4620,420,840,3360,Volkswagen,Jetta,2012,N
246,39,354455,2007-04-19,IN,250/500,1000,1416.08,0,612546,FEMALE,JD,craft-repair,-36600,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,YES,0,3,NO,45180,5020,5020,35140,Honda,CRV,2004,N
190,38,601042,2007-09-19,OH,250/500,500,1246.03,0,442919,MALE,JD,craft-repair,11900,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,1,YES,0,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013,N
95,32,433663,1996-12-21,IN,500/1000,2000,1356.64,0,449352,MALE,Masters,machine-op-inspct,19200,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,21,3,YES,0,3,YES,83160,15120,15120,52920,Toyota,Camry,2003,N
205,42,471938,2008-02-03,IL,100/300,2000,1387.7,4000000,470104,FEMALE,High School,priv-house-serv,0,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,19,1,NO,2,1,NO,86130,15660,15660,54810,Chevrolet,Silverado,1995,N
41,25,564654,2003-07-16,OH,100/300,1000,1004.14,0,459889,MALE,Masters,priv-house-serv,35400,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,13,3,NO,1,3,NO,48000,9600,4800,33600,Dodge,RAM,1995,N
137,35,645723,1991-05-05,OH,500/1000,500,1107.07,0,478868,FEMALE,High School,protective-serv,-45300,2015-02-04,Vehicle Theft,,Minor Damage,Police,VA,Hillsdale,21,1,NO,0,0,YES,3300,600,600,2100,Saab,92x,2008,N
194,34,573572,1991-06-16,IL,100/300,500,1429.96,0,463307,FEMALE,JD,protective-serv,67800,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,11,3,NO,1,2,YES,57200,11440,5720,40040,Toyota,Camry,2005,N
128,35,437960,2001-04-03,IN,250/500,1000,1074.99,0,453620,FEMALE,Associate,adm-clerical,-48800,2015-01-02,Vehicle Theft,,Trivial Damage,Police,VA,Columbus,16,1,NO,2,0,NO,7590,1380,690,5520,Accura,MDX,2012,N
150,37,649800,2014-03-16,OH,500/1000,1000,1007.0,0,466238,FEMALE,PhD,transport-moving,-59000,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,9,1,NO,0,2,NO,80080,12320,12320,55440,Chevrolet,Silverado,2013,N
104,30,544225,2010-08-03,OH,100/300,500,1052.85,0,607697,FEMALE,MD,protective-serv,-70100,2015-02-09,Vehicle Theft,,Minor Damage,Police,WV,Riverwood,8,1,NO,0,0,YES,4800,960,480,3360,BMW,3 Series,2006,N
163,37,390256,2009-11-25,IN,500/1000,1000,1200.33,4000000,477631,FEMALE,High School,craft-repair,-36400,2015-02-06,Vehicle Theft,,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,YES,3900,390,780,2730,Volkswagen,Jetta,2008,Y
80,26,488597,2001-05-08,IL,100/300,1000,1343.0,0,443625,MALE,Masters,handlers-cleaners,64600,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,12,1,NO,0,0,NO,90400,9040,9040,72320,BMW,3 Series,1995,N
65,29,133889,2004-06-14,OH,250/500,2000,1441.6,5000000,472223,FEMALE,MD,sales,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,21,3,YES,0,0,NO,62900,6290,12580,44030,Jeep,Grand Cherokee,1998,N
179,32,931901,1994-08-07,OH,100/300,1000,1433.42,6000000,608328,FEMALE,Associate,protective-serv,53800,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,4,1,YES,1,2,NO,54200,5420,10840,37940,Nissan,Ultima,2014,Y
372,50,769475,2004-08-26,OH,500/1000,2000,1368.57,0,474860,FEMALE,MD,tech-support,0,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003,N
398,55,844062,1990-05-25,OH,250/500,500,862.19,0,606858,MALE,High School,adm-clerical,69400,2015-02-23,Vehicle Theft,,Trivial Damage,Police,SC,Northbend,7,1,NO,2,3,NO,6600,600,1200,4800,Accura,MDX,2012,N
213,35,844129,1990-09-20,OH,250/500,500,871.46,0,477938,MALE,MD,tech-support,-19200,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,13,1,YES,2,0,YES,74140,13480,6740,53920,Ford,Escape,2007,N
79,25,732169,2000-11-05,OH,500/1000,500,1863.04,0,462698,FEMALE,Associate,priv-house-serv,18200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,0,1,NO,2,1,NO,67800,13560,6780,47460,Mercedes,C300,1995,N
232,44,221854,1994-10-03,OH,250/500,2000,1181.64,0,454552,MALE,College,other-service,25800,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,22,1,NO,1,1,YES,55400,5540,11080,38780,Jeep,Grand Cherokee,2002,Y
230,37,776950,2005-04-11,IL,500/1000,1000,1060.74,0,471585,MALE,PhD,tech-support,-51500,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,15,1,YES,2,3,NO,49100,9820,4910,34370,Suburu,Impreza,1996,Y
234,41,291006,1990-05-16,IN,100/300,500,951.56,0,455426,FEMALE,JD,transport-moving,-19200,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3,3,NO,2,1,NO,98280,15120,7560,75600,Chevrolet,Tahoe,2007,Y
240,40,845751,2004-09-11,IN,100/300,500,1533.71,9000000,469856,FEMALE,JD,protective-serv,-70900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,18,2,YES,0,2,NO,66550,6050,12100,48400,Ford,Escape,2008,N
143,33,889764,1993-11-30,OH,500/1000,1000,1200.09,0,454191,FEMALE,Associate,craft-repair,32700,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,17,3,NO,2,2,NO,70400,14080,7040,49280,Accura,RSX,2002,N
266,42,929306,2003-03-06,IN,100/300,500,1093.83,4000000,468454,MALE,Associate,adm-clerical,-49600,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,18,3,NO,1,1,NO,53280,4440,8880,39960,Suburu,Impreza,2015,Y
89,32,515457,1996-12-18,IN,250/500,1000,988.93,0,614187,FEMALE,High School,craft-repair,27600,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,11,1,NO,2,3,YES,84590,15380,15380,53830,Dodge,Neon,1999,N
229,37,556270,1995-02-21,IN,500/1000,1000,1331.94,0,433974,FEMALE,Masters,farming-fishing,-55400,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,17,1,NO,0,2,YES,54560,9920,9920,34720,Saab,95,2004,N
245,40,908935,2009-12-11,IL,500/1000,1000,1361.45,0,604833,MALE,PhD,handlers-cleaners,39300,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,12,1,YES,0,2,YES,82170,7470,7470,67230,Suburu,Forrestor,1999,N
50,44,525862,2000-10-18,OH,250/500,2000,1188.51,0,447469,MALE,College,handlers-cleaners,-65800,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,15,3,NO,1,2,NO,61100,6110,12220,42770,Dodge,Neon,2008,N
230,43,490514,2007-02-09,IN,500/1000,2000,1101.83,0,451529,MALE,High School,exec-managerial,28900,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,0,3,NO,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,Y
17,39,774895,2006-10-28,IL,250/500,1000,840.95,0,431202,FEMALE,JD,adm-clerical,-48300,2015-02-26,Parked Car,,Trivial Damage,Police,SC,Arlington,9,1,NO,2,1,NO,3440,430,430,2580,Suburu,Legacy,2002,N
163,36,974522,2000-01-27,IN,250/500,1000,1503.21,0,448190,MALE,MD,other-service,5800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,1,1,YES,2,1,NO,51390,5710,11420,34260,Toyota,Corolla,2013,N
29,32,669809,2002-04-05,OH,100/300,1000,1722.5,0,453713,MALE,High School,other-service,-21500,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,22,1,NO,0,2,NO,76900,7690,7690,61520,Jeep,Wrangler,1995,N
232,42,182953,2013-04-30,IN,100/300,500,944.03,0,440153,MALE,College,handlers-cleaners,-58400,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,11,1,YES,2,3,NO,77000,15400,7700,53900,Toyota,Highlander,2015,Y
235,39,836349,2013-05-01,IL,500/1000,2000,1453.61,4000000,619570,MALE,JD,craft-repair,0,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Hillsdale,10,1,NO,0,3,NO,60320,9280,9280,41760,Chevrolet,Tahoe,2012,Y
